seq_id,item_id,card_reason,card_source,source_id,source_name,feed_url,title,url,guid,published_at,created_at,updated_at,summary_snippet,content_snippet,dedupe_key,dedupe_version,content_type,semantic_status
268,item_f35a68f28efe4c8d8dd0c13993dfff00,ok,llm,,,,,,,,,,,,,,,
269,item_30a5d304da854bbf8857d9fa5262ce22,ok,llm,,,,,,,,,,,,,,,
270,item_f14ce30de1434ed5893a8a81e2da1fe0,ok,llm,,,,,,,,,,,,,,,
271,item_9a3b106596f84e6baf2b53c4e4e03db5,ok,llm,,,,,,,,,,,,,,,
272,item_7858fd7297034bf48f81fceafe0f2f32,Unterminated string starting at: line 82 column 21 (char 6784),heuristic,,,,,,,,,,,,,,,
273,item_cb83a690b62a4958815fe78b27978b3a,Unterminated string starting at: line 82 column 21 (char 6784),heuristic,,,,,,,,,,,,,,,
274,item_6ed76010c6c54c588d7e9c0c0a31ef17,Unterminated string starting at: line 82 column 21 (char 6784),heuristic,,,,,,,,,,,,,,,
275,item_3abd6dafd2f941f5aae252f523b2e77a,Unterminated string starting at: line 82 column 21 (char 6784),heuristic,,,,,,,,,,,,,,,
276,item_40ac5fa7d3da4120977ac697d5f1bfba,Unterminated string starting at: line 82 column 21 (char 6784),heuristic,,,,,,,,,,,,,,,
277,item_1789c0857352413693a6454144c4cb8d,ok,llm,,,,,,,,,,,,,,,
278,item_277e94f3e3ac48b38350a5a55d46b505,ok,llm,,,,,,,,,,,,,,,
279,item_d3aa3e5d639b4eec95ca16cadeb1d6b9,ok,llm,,,,,,,,,,,,,,,
280,item_9f0850bde42f49d482ee9afcdba9ff9d,ok,llm,,,,,,,,,,,,,,,
281,item_cecb3e8e8db24ca6ba9a0db7d5465a9e,ok,llm,,,,,,,,,,,,,,,
282,item_dedf2ce3b9bc41388862b48c6430a357,ok,llm,,,,,,,,,,,,,,,
283,item_1d803dc033c349f1bf62b6a7dcf58cc1,ok,llm,,,,,,,,,,,,,,,
284,item_4bf9ce3a13bd465eadcf503336ee6cb4,ok,llm,,,,,,,,,,,,,,,
285,item_380441f6ef9b4decb75aab557c894a0a,ok,llm,,,,,,,,,,,,,,,
286,item_c9c4f9840a1b4c309a184fcecb5cb84f,ok,llm,,,,,,,,,,,,,,,
287,item_f333b76dd9a94c66bdf7f2b0c2a16077,ok,llm,,,,,,,,,,,,,,,
288,item_4e983edd5b3e409c9a1de662f40b584b,ok,llm,,,,,,,,,,,,,,,
289,item_e36ed39b9d6248af99c2a9bcc123e893,ok,llm,,,,,,,,,,,,,,,
290,item_5055a3f14b39424b86b4e31c6c7f11a0,ok,llm,,,,,,,,,,,,,,,
291,item_7b5ae92cf0714c2c803b8767b23e0c6e,ok,llm,,,,,,,,,,,,,,,
292,item_58c7ccbb47454669af1ea7b238f362e4,ok,llm,,,,,,,,,,,,,,,
293,item_5ac6fc9095d84f28b5e4caad71bad039,ok,llm,,,,,,,,,,,,,,,
294,item_abc6176995134655895e2a3a46fd5031,ok,llm,,,,,,,,,,,,,,,
295,item_c2aefc303f8b4f218b79cb5b241c2280,ok,llm,,,,,,,,,,,,,,,
296,item_d34318fc2c5e4b1f8abca699683259e7,ok,llm,,,,,,,,,,,,,,,
297,item_4c6d8ef2e5d64c2989241a602c063258,ok,llm,,,,,,,,,,,,,,,
298,item_141ffe316208457eb6b418627a7424d1,ok,llm,,,,,,,,,,,,,,,
299,item_a85a34ae42f244e69b746169ec1946f6,ok,llm,,,,,,,,,,,,,,,
300,item_d5d91723862c493ca93224ed6cbd8105,ok,llm,,,,,,,,,,,,,,,
